yugipedia_page_id,konami_id,password,name,text,pendulum,comments
,10176,,기아기간토 ￹X￺크로스￻,,,ruby data
,10230,,￹H·C￺히로익 챌린저￻ 엑스트라 스워드,,,ruby data
,10231,,￹H·C￺히로익 챌린저￻ 야습의 칸델라르,,,ruby data
,10261,,￹CNo.￺카오스 넘버즈￻32 샤크 드레이크 바이스,,,ruby data
,10264,,￹H－C￺히로익 챔피언￻ 간디바,,,ruby data
,10265,,￹H－C￺히로익 챔피언￻ 쿠사나기,,,ruby data
,10303,,￹BF￺블랙 페더￻－극야의 다마스카스,,,ruby data
,10304,,￹OTo￺오토￻ 썬더,,,ruby data
,10305,,￹OKa￺오카￻ 썬더,,,ruby data
,10306,,￹ONe￺오네￻ 썬더,,,ruby data
,10364,,￹ZW￺제알 웨폰￻－라이트닝 블레이드,,,ruby data
,10365,,￹ZW￺제알 웨폰￻－토네이도 브링거,,,ruby data
,10366,,￹ZW￺제알 웨폰￻－얼티미트 실드,,,ruby data
,10406,,￹ZW￺제알 웨폰￻－라이오 암즈,,,ruby data
,10497,,￹BK￺버닝나쿠라￻ 헤드기어,,,ruby data
,10498,,￹BK￺버닝나쿠라￻ 글라스조,,,ruby data
,10499,,￹BK￺버닝나쿠라￻ 스파,,,ruby data
,10500,,￹BK￺버닝나쿠라￻ 스위치히터,,,ruby data
,10501,,￹BK￺버닝나쿠라￻ 카운터블로,,,ruby data
,10528,,￹CX￺카오스 엑시즈￻ 다크 페어리 치어 걸,,,ruby data
,10531,,￹BK￺버닝나쿠라￻ 구속만병 리드블로,,,ruby data
,10532,,No.105 ￹BK￺버닝나쿠라￻ 유성의 세스터스,,,ruby data
,10533,,￹CNo.￺카오스 넘버즈￻105 ￹BK￺버닝나쿠라￻ 혜성의 카에스투스,,,ruby data
,10541,,￹RUM￺랭크 업 매직￻－바리언즈 포스,,,ruby data
,10569,,￹CNo.￺카오스 넘버즈￻39 유토피아 레이 ￹V￺브이￻,,,ruby data
,10570,,￹RUM￺랭크 업 매직￻－리미티드 바리언즈 포스,,,ruby data
,10571,,￹ZW￺제알 웨폰￻－이글 클로,,,ruby data
,10604,,￹DZW￺다크 제알 웨폰￻－키메라 크로스,,,ruby data
,10605,,￹V￺브이￻샐러맨더,,,ruby data
,10609,,￹SD￺슈퍼 디펜스￻ 로보 라이오,,,ruby data
,10610,,￹SD￺슈퍼 디펜스￻ 로보 엘레판,,,ruby data
,10611,,￹SD￺슈퍼 디펜스￻ 로보 몽키,,,ruby data
,10651,,￹CNo.￺카오스 넘버즈￻39 유토피아 레이 빅토리,,,ruby data
,10659,,￹CNo.￺카오스 넘버즈￻104 마스커레이드 매지션 엄브럴,,,ruby data
,10662,,￹RUM￺랭크 업 매직￻－누메론 포스,,,ruby data
,10684,,￹CNo.￺카오스 넘버즈￻106 용암장 자이언트 핸드 레드,,,ruby data
,10696,,￹H·C￺히로익 챌린저￻ 앰버시 솔저,,,ruby data
,10697,,￹H·C￺히로익 챌린저￻ 클래스프 나이프,,,ruby data
,10710,,￹CX￺카오스 엑시즈￻ 기장￹마인￺魔人￻ 엔제너럴,,,ruby data
,10711,,￹CX￺카오스 엑시즈￻ 열혈지도신 얼티미트 트레이너,,,ruby data
,10713,,￹CX￺카오스 엑시즈￻ 풍기대궁사 사이몬,,,ruby data
,10714,,￹CH￺코믹 히어로￻ 킹 아서,,,ruby data
,10715,,￹CX￺카오스 엑시즈￻－￹CH￺코믹 히어로￻ 레전드 아서,,,ruby data
,10717,,￹CX￺카오스 엑시즈￻ 격렬화전함 타오야메,,,ruby data
,10719,,￹CX￺카오스 엑시즈￻ 초거대 공중요새 바빌론,,,ruby data
,10737,,￹BK￺버닝나쿠라￻ 리베지 가드너,,,ruby data
,10738,,￹BK￺버닝나쿠라￻ 래빗 펀처,,,ruby data
,10777,,￹CNo.￺카오스 넘버즈￻96 블랙 스톰,,,ruby data
,10778,,No.65 재단￹마인￺魔人￻ 저지 버스터,,,ruby data
,10779,,￹CNo.￺카오스 넘버즈￻65 재단마왕 저지 데블,,,ruby data
,10780,,￹BK￺버닝나쿠라￻ 치트 커미셔너,,,ruby data
,10822,,라인몬스터 ￹K￺케이￻호스,,,ruby data
,10830,,고고고 골렘－￹GF￺골든 폼￻,,,ruby data
,10844,,￹ZW￺제알 웨폰￻－슬레이프니르 메일,,,ruby data
,10856,,￹FA￺풀아머드￻－크리스탈 제로 랜서,,,ruby data
,10857,,￹FA￺풀아머드￻－블랙 레이 랜서,,,ruby data
,10881,,기아기아기아 ￹XG￺크로스기간토￻,,,ruby data
,10888,,￹ZW￺제알 웨폰￻－아슈라 블로,,,ruby data
,10932,,￹CNo.￺카오스 넘버즈￻101 사일런트 아너즈 다크 나이트,,,ruby data
,10935,,￹CNo.￺카오스 넘버즈￻69 데스 메달리온 카오스 오브 암즈,,,ruby data
,10936,,￹CNo.￺카오스 넘버즈￻92 위해허룡 Heart－eartH Chaos Dragon,,,ruby data
,10945,,￹RUM￺랭크 업 매직￻－아스트랄 포스,,,ruby data
,10946,,￹RDM￺랭크 다운 매직￻－누메론 폴,,,ruby data
,10977,,￹SNo.￺샤이닝 넘버즈￻39 유토피아 ￹ONE￺원￻,,,ruby data
,10978,,￹SZW￺샤이닝 제알 웨폰￻－펜리르 스워드,,,ruby data
,11013,,￹CNo.￺카오스 넘버즈￻6 오파츠 카오스 아틀란타르,,,ruby data
,11014,,￹CNo.￺카오스 넘버즈￻15 기믹 퍼핏－시리얼킬러,,,ruby data
,11015,,￹CNo.￺카오스 넘버즈￻40 기믹 퍼핏－데블즈 스트링스,,,ruby data
,11016,,￹CNo.￺카오스 넘버즈￻88 기믹 퍼핏－디저스터 레오,,,ruby data
,11017,,￹CNo.￺카오스 넘버즈￻9 천개요성 카오스 다이슨 스피어,,,ruby data
,11022,,￹RUM￺랭크 업 매직￻－아젠트 카오스 포스,,,ruby data
,11030,,￹ZS￺제알 서버스￻－배니시 세이지,,,ruby data
,11037,,￹BK￺버닝나쿠라￻ 빅밴티지,,,ruby data
,11038,,￹BK￺버닝나쿠라￻ 베일,,,ruby data
,11070,,￹CNo.￺카오스 넘버즈￻107 네오 갤럭시아이즈 타키온 드래곤,,,ruby data
,11072,,￹CNo.￺카오스 넘버즈￻103 신장령양 라그나 인피니티,,,ruby data
,11073,,￹CNo.￺카오스 넘버즈￻102 다크 라이트닝 노블 데몬,,,ruby data
,11075,,￹CNo.￺카오스 넘버즈￻80 장장패왕 레퀴엠 인 버서크,,,ruby data
,11077,,￹CNo.￺카오스 넘버즈￻43 혼백괴뢰귀신 카오스 마리오네터,,,ruby data
,11087,,￹RUM￺랭크 업 매직￻－더 세븐스 원,,,ruby data
,11117,,￹BK￺버닝나쿠라￻ 섀도우,,,ruby data
,11118,,No.79 ￹BK￺버닝나쿠라￻ 항성의 카이저,,,ruby data
,11133,,￹CX￺카오스 엑시즈￻ 기망황 바리언,,,ruby data
,11172,,￹BF￺블랙 페더￻－돌풍의 오로시,,,ruby data
,11173,,￹BF￺블랙 페더￻－은신의 스팀,,,ruby data
,11174,,￹BF￺블랙 페더￻－회오리 허리케인,,,ruby data
,11185,,￹CNo.￺카오스 넘버즈￻73 격롱폭신 어비스 수프라,,,ruby data
,11186,,￹RUM￺랭크 업 매직￻－퀵 카오스,,,ruby data
,11187,,￹CNo.￺카오스 넘버즈￻5 망롱룡 카오스 키메라 드래곤,,,ruby data
,11188,,￹RUM￺랭크 업 매직￻－어드마이어 데스 사우전드,,,ruby data
,11214,,￹EM￺엔터메이트￻ 아멘보트,,,ruby data
,11215,,￹EM￺엔터메이트￻ 윕 바이퍼,,,ruby data
,11216,,￹EM￺엔터메이트￻ 스워드 피시,,,ruby data
,11217,,￹EM￺엔터메이트￻ 디스커버 히포,,,ruby data
,11218,,￹EM￺엔터메이트￻ 카레이드스콜피온,"①: 1턴에 1번, 자신 필드의 앞면 표시 몬스터 1장을 대상으로 하고 발동할 수 있다. 이 턴에, 그 몬스터는 상대 필드의 특수 소환된 몬스터 전부에 1회씩 공격할 수 있다.",①: 자신 필드의 빛 속성 몬스터의 공격력은 300 올린다.,"ruby data, bug from official database: https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=2&cid=11218&request_locale=ko"
,11219,,￹EM￺엔터메이트￻ 깜짝 깨구리,"①: 자신 배틀 페이즈에 1번, 자신 필드의 몬스터 1장을 대상으로 하고 발동할 수 있다. 그 몬스터의 표시 형식을 변경하고, 그 공격력 / 수비력을 턴 종료시까지 맞바꾼다.","①: 1턴에 1번, 필드의 앞면 표시 몬스터 1장을 대상으로 하고 발동할 수 있다. 그 몬스터의 공격력 / 수비력을 턴 종료시까지 맞바꾼다.","ruby data, bug from official database: https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=2&cid=11219&request_locale=ko"
,11220,,초중무사 워커－￹O2￺오이￻,,,ruby data
,11221,,초중무사 스워드－￹999￺구구구￻,,,ruby data
,11222,,초중무사 빅벤－￹K￺케이￻,,,ruby data
,11254,,분보그￹001￺제로제로원￻,,,ruby data
,11265,,야만족의 광연 ￹LV￺레벨￻5,,,ruby data
,11290,,￹H·C￺히로익 챌린저￻ 강습의 할베르트,,,ruby data
,11291,,￹H·C￺히로익 챌린저￻ 사우전드 블레이드,,,ruby data
,11296,,No.86 ￹H－C￺히로익 챔피언￻ 론고미언트,,,ruby data
,11297,,건￹마인￺魔人￻ 허미허미허밍,,,ruby data
,11301,,￹EM￺엔터메이트￻ 실버 크로우,,,ruby data
,11314,,엘리멘틀 히어로 ￹Core￺코어￻,,,ruby data
,11322,,￹U.A.￺울트라 애슬리트￻ 마이티 슬러거,,,ruby data
,11323,,￹U.A.￺울트라 애슬리트￻ 퍼펙트 에이스,,,ruby data
,11324,,￹U.A.￺울트라 애슬리트￻ 스타디움,,,ruby data
,11328,,￹DDD￺디디디￻ 제패왕 카이젤,,,ruby data
,11329,,￹DD￺디디￻ 프라우드 오우거,,,ruby data
,11330,,￹DD￺디디￻ 프라우드 슈발리에,,,ruby data
,11331,,￹EM￺엔터메이트￻ 헤이타이거,,,ruby data
,11332,,￹EM￺엔터메이트￻ 진라이노,,,ruby data
,11333,,￹EM￺엔터메이트￻ 치어몰,,,ruby data
,11334,,￹EM￺엔터메이트￻ 트램펄링크스,,,ruby data
,11340,,초중무사 카부－￹10￺십￻,,,ruby data
,11341,,초중무사 텐￹B－N￺빈￻,,,ruby data
,11374,,분보그￹002￺제로제로투￻,,,ruby data
,11375,,￹Ms.JUDGE￺미즈 저지￻,,,ruby data
,11402,,￹EM￺엔터메이트￻ 리바이벌,,,ruby data
,11413,,￹FNo.￺퓨처 넘버즈￻0 미래황 호프,,,ruby data
,11433,,￹P￺피￻·￹M￺엠￻ 캡처,"①: 이 카드가 전투로 몬스터를 파괴했을 경우, 자신 묘지의 펜듈럼 몬스터 1장을 대상으로 하고 발동할 수 있다. 그 몬스터를 패에 넣는다.",①: 자신이 언데드족 몬스터의 펜듈럼 소환에 성공했을 때에 발동할 수 있다. 그 몬스터는 이 턴에 전투 / 효과로는 파괴되지 않는다.,"ruby data, bug from official database: https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=2&cid=11433&request_locale=ko"
,11435,,￹X￺엑시즈￻－레이 피어스,,,ruby data
,11439,,￹DD￺디디￻ 릴리스,,,ruby data
,11440,,￹DD￺디디￻ 나이트 하울링,,,ruby data
,11441,,￹DD￺디디￻ 마도현자 갈릴레이,,,ruby data
,11442,,￹DD￺디디￻ 마도현자 케플러,,,ruby data
,11443,,￹DDD￺디디디￻ 사위왕 헬 아마게돈,,,ruby data
,11444,,￹DDD￺디디디￻ 열화왕 테무진,,,ruby data
,11445,,￹DDD￺디디디￻ 질풍왕 알렉산더,,,ruby data
,11450,,￹DDD￺디디디￻의 인사권,,,ruby data
,11451,,￹DD￺디디￻ 리크루트,,,ruby data
,11457,,￹DDD￺디디디￻ 노도왕 시져,,,ruby data
,11458,,￹DD￺디디￻ 케로베로스,,,ruby data
,11460,,￹DDD￺디디디￻ 반골왕 레오니다스,,,ruby data
,11461,,갤럭시아이즈 ￹FA￺풀아머￻ 포톤 드래곤,,,ruby data
,11510,,￹U.A.￺울트라 애슬리트￻ 판타지스타,,,ruby data
,11511,,￹U.A.￺울트라 애슬리트￻ 커스토디안,,,ruby data
,11512,,￹U.A.￺울트라 애슬리트￻ 파워드 깁스,,,ruby data
,11516,,￹BOX￺복￻서,,,ruby data
,11521,,￹EM￺엔터메이트￻ 파이어 머플라이오,,,ruby data
,11522,,￹EM￺엔터메이트￻ 파트나가,,,ruby data
,11523,,￹EM￺엔터메이트￻ 프렌동키,,,ruby data
,11524,,￹EM￺엔터메이트￻ 스파이크 이글,,,ruby data
,11525,,￹EM￺엔터메이트￻ 플러스터틀,,,ruby data
,11526,,￹EM￺엔터메이트￻ 트럼프 위치,,,ruby data
,11527,,초중무사 카게보－￹C￺씨￻,,,ruby data
,11528,,초중무사 호라가－￹E￺이￻,,,ruby data
,11531,,￹RR￺레이드 랩터즈￻－버니싱 레이니어스,,,ruby data
,11550,,￹D￺디포머￻·스마폰,,,ruby data
,11561,,분보그￹003￺제로제로쓰리￻,,,ruby data
,11568,,초중황신 스사노－￹O￺오￻,,,ruby data
,11570,,￹RR￺레이드 랩터즈￻－라이즈 팔콘,,,ruby data
,11574,,￹RR￺레이드 랩터즈￻－네스트,,,ruby data
,11587,,￹EM￺엔터메이트￻ 콜,,,ruby data
,11590,,￹RR￺레이드 랩터즈￻－레디네스,,,ruby data
,11615,,￹EM￺엔터메이트￻ 펜듈럼 매지션,,,ruby data
,11616,,￹DDD￺디디디￻ 괴치왕 어비스 라그나로크,,,ruby data
,11618,,초중신귀 슈텐도－￹G￺지￻,,,ruby data
,11619,,￹RR￺레이드 랩터즈￻－포스 스트릭스,,,ruby data
,11637,,￹U.A.￺울트라 애슬리트￻ 필드 제너럴,,,ruby data
,11638,,￹U.A.￺울트라 애슬리트￻ 스트롱 블로커,,,ruby data
,11639,,￹U.A.￺울트라 애슬리트￻ 턴오버 택틱스,,,ruby data
,11640,,￹HSR￺하이스피드로이드￻ 마검다마,,,ruby data
,11649,,￹BF￺블랙 페더￻－별그림자의 노퉁,,,ruby data
,11677,,￹EM￺엔터메이트￻ 해머맘모,,,ruby data
,11678,,￹EM￺엔터메이트￻ 활메뚜기,,,ruby data
,11679,,￹EM￺엔터메이트￻ 리저드로우,,,ruby data
,11680,,￹EM￺엔터메이트￻ 스프링구스,,,ruby data
,11681,,초중무사 빅와라－￹G￺지￻,,,ruby data
,11682,,초중무사 글로－￹V￺브이￻,,,ruby data
,11683,,초중무사 타마－￹C￺씨￻,,,ruby data
,11690,,에지임프 ￹DT￺디티￻모조품,,,ruby data
,11691,,￹RR￺레이드 랩터즈￻－임페일 레이니어스,,,ruby data
,11692,,￹RR￺레이드 랩터즈￻－미미크리 레이니어스,,,ruby data
,11710,,분보그￹004￺제로제로포￻,,,ruby data
,11723,,￹RR￺레이드 랩터즈￻－브레이즈 팔콘,,,ruby data
,11724,,￹RR￺레이드 랩터즈￻－레볼루션 팔콘,,,ruby data
,11727,,￹EM￺엔터메이트￻ 캐스트 체인지,,,ruby data
,11732,,￹RUM￺랭크 업 매직￻－레볼루션 포스,,,ruby data
,11741,,￹EM￺엔터메이트￻ 핀치헬퍼,,,ruby data
,11766,,￹SNo.￺샤이닝 넘버즈￻39 유토피아 더 라이트닝,,,ruby data
,11767,,￹RR￺레이드 랩터즈￻－트리뷰트 레이니어스,,,ruby data
,11769,,￹DDD￺디디디￻ 패룡왕 펜드래곤,,,ruby data
,11776,,￹U.A.￺울트라 애슬리트￻ 드레드노트 덩커,,,ruby data
,11777,,￹U.A.￺울트라 애슬리트￻ 코리발 리바운더,,,ruby data
,11778,,￹U.A.￺울트라 애슬리트￻ 플래그십 딜,,,ruby data
,11779,,￹U.A.￺울트라 애슬리트￻ 페널티,,,ruby data
,11789,,￹EM￺엔터메이트￻ 락다운,,,ruby data
,11790,,￹EM￺엔터메이트￻ 드러밍 콩,,,ruby data
,11791,,초중무사 타이머－￹2￺투￻,,,ruby data
,11795,,￹DD￺디디￻ 판도라,,,ruby data
,11797,,￹RR￺레이드 랩터즈￻－파지 레이니어스,,,ruby data
,11798,,￹RR￺레이드 랩터즈￻－싱잉 레이니어스,,,ruby data
,11799,,￹Em￺엔터메이지￻ 데미지 저글러,,,ruby data
,11800,,￹Em￺엔터메이지￻ 프레임 이터,,,ruby data
,11801,,￹Em￺엔터메이지￻ 햇트릭커,,,ruby data
,11802,,￹Em￺엔터메이지￻ 트릭 크라운,,,ruby data
,11803,,￹Em￺엔터메이지￻ 스틸츠 슈터,,,ruby data
,11809,,룡검사 라스터￹P￺펜듈럼￻,,,ruby data
,11828,,분보그￹005￺제로제로파이브￻,,,ruby data
,11830,,￹DDD￺디디디￻ 신탁왕 다르크,,,ruby data
,11834,,폭룡검사 이그니스터￹P￺프로미넌스￻,,,ruby data
,11836,,￹DDD￺디디디￻ 저격왕 텔,,,ruby data
,11837,,￹Em￺엔터메이지￻ 트래피즈 매지션,,,ruby data
,11841,,￹RUM￺랭크 업 매직￻－랩터즈 포스,,,ruby data
,11845,,이그니션￹P￺피닉스￻,,,ruby data
,11853,,￹RR￺레이드 랩터즈￻－리턴,,,ruby data
,11932,,￹SNo.￺샤이닝 넘버즈￻0 호프 제알,,,ruby data
,11938,,￹EM￺엔터메이트￻ 도크로배트 조커,,,ruby data
,11945,,￹EM￺엔터메이트￻ 세컨동키,,,ruby data
,11946,,￹EM￺엔터메이트￻ 맘모스플래시,,,ruby data
,11947,,￹EM￺엔터메이트￻ 헬프린세스,,,ruby data
,11948,,초중무사 누스－￹10￺십￻,,,ruby data
,11949,,초중무사 히캬－￹Q￺큐￻,,,ruby data
,11950,,초중무사 츠즈－￹3￺삼￻,,,ruby data
,11954,,￹DD￺디디￻ 바포메트,,,ruby data
,11955,,￹DD￺디디￻ 스월 슬라임,,,ruby data
,11956,,￹DD￺디디￻ 네크로 슬라임,,,ruby data
,11957,,￹RR￺레이드 랩터즈￻－와일드 벌쳐,,,ruby data
,11958,,￹RR￺레이드 랩터즈￻－스컬 이글,,,ruby data
,11959,,￹Em￺엔터메이지￻ 미러 컨덕터,,,ruby data
,11960,,￹Em￺엔터메이지￻ 히구루미,,,ruby data
,11962,,￹A BF￺어썰트 블랙 페더￻－안개비의 쿠나이,,,ruby data
,11968,,용마왕 벡터￹P￺펜듈럼￻,,,ruby data
,11983,,분보그￹006￺제로제로식스￻,,,ruby data
,11988,,￹DDD￺디디디￻ 노도괴치왕 카이사르 라그나로크,,,ruby data
,11991,,￹A BF￺어썰트 블랙 페더￻－소나기의 라이키리,,,ruby data
,11994,,￹DDD￺디디디￻ 쌍효왕 칼리 유가,,,ruby data
,11995,,￹RR￺레이드 랩터즈￻－데블 이글,,,ruby data
,11996,,승룡검사 마제스터￹P￺파라딘￻,,,ruby data
,11998,,￹RUM￺랭크 업 매직￻－레이드 포스,,,ruby data
,12002,,마제스틱￹P￺페가수스￻,,,ruby data
,12012,,￹DDD￺디디디￻의 계약변경,,,ruby data
,12030,,￹EM￺엔터메이트￻ 라 팬더,,,ruby data
,12033,,￹Kozmo￺코즈모￻－도롯셀,,,ruby data
,12034,,￹Kozmo￺코즈모￻－그린돌,,,ruby data
,12035,,￹Kozmo￺코즈모￻－슬립라이더,,,ruby data
,12036,,￹Kozmo￺코즈모￻－포어러너,,,ruby data
,12037,,￹Kozmo￺코즈모￻－에머랄드폴리스,,,ruby data
,12040,,￹KYOUTOU￺쿄토￻ 워터프론트,,,ruby data
,12047,,￹SR￺스피드로이드￻ 베이고맥스,,,ruby data
,12048,,￹SR￺스피드로이드￻ 세 눈의 다이스,,,ruby data
,12049,,￹SR￺스피드로이드￻ 더블요요,,,ruby data
,12050,,￹SR￺스피드로이드￻ 셰이부메랑,,,ruby data
,12051,,￹SR￺스피드로이드￻ 멘코트,,,ruby data
,12052,,￹SR￺스피드로이드￻ 타케톰보그,,,ruby data
,12053,,￹SR￺스피드로이드￻ 오하지키드,,,ruby data
,12054,,￹SR￺스피드로이드￻ 빨간 눈의 다이스,,,ruby data
,12055,,￹HSR￺하이스피드로이드￻ 찬바라이더,,,ruby data
,12067,,￹PSY￺싸이￻프레임 드라이버,,,ruby data
,12068,,￹PSY￺싸이￻프레임기어 ￹α￺알파￻,,,ruby data
,12069,,￹PSY￺싸이￻프레임기어 ￹β￺베타￻,,,ruby data
,12070,,￹PSY￺싸이￻프레임기어 ￹γ￺감마￻,,,ruby data
,12071,,￹PSY￺싸이￻프레임기어 ￹δ￺델타￻,,,ruby data
,12072,,￹PSY￺싸이￻프레임기어 ￹ε￺엡실론￻,,,ruby data
,12073,,￹PSY￺싸이￻프레임로드 ￹Ζ￺제타￻,,,ruby data
,12074,,￹PSY￺싸이￻프레임로드 ￹Ω￺오메가￻,,,ruby data
,12075,,￹PSY￺싸이￻프레임 서킷,,,ruby data
,12076,,￹PSY￺싸이￻프레임 오버로드,,,ruby data
,12100,,￹Kozmo￺코즈모￻－포르미토,,,ruby data
,12101,,￹Kozmo￺코즈모￻－다크 로즈,,,ruby data
,12102,,￹Kozmo￺코즈모￻－도그파이터,,,ruby data
,12103,,￹Kozmo￺코즈모￻－다크시미터,,,ruby data
,12104,,￹Kozmo￺코즈모￻－레이블레이드,,,ruby data
,12111,,￹EM￺엔터메이트￻ 멍키보드,,,ruby data
,12112,,￹EM￺엔터메이트￻ 기터틀,,,ruby data
,12113,,￹EM￺엔터메이트￻ 빅바이트터틀,,,ruby data
,12114,,￹EM￺엔터메이트￻ 레인고트,,,ruby data
,12115,,￹EM￺엔터메이트￻ 트럼프 걸,,,ruby data
,12116,,초중무사 지샤－￹Q￺큐￻,,,ruby data
,12117,,초중무사 코코로가마－￹A￺에이￻,,,ruby data
,12118,,초중휘장 히스－￹E￺이￻,,,ruby data
,12119,,초중휘장 산－￹5￺오￻,,,ruby data
,12122,,￹BF￺블랙 페더￻－모래 먼지의 하르마탄,,,ruby data
,12131,,룡검사 마스터￹P￺펜듈럼￻,,,ruby data
,12147,,분보그￹007￺제로제로세븐￻,,,ruby data
,12148,,분보그￹008￺제로제로에이트￻,,,ruby data
,12154,,강룡검사 다이너스터￹P￺파워풀￻,,,ruby data
,12156,,초중마수 큐우－￹B￺비￻,,,ruby data
,12157,,￹HSR￺하이스피드로이드￻ 마하고 이타,,,ruby data
,12170,,다이너믹￹P￺파워로드￻,,,ruby data
,12191,,초중검성 무사－￹C￺씨￻,,,ruby data
,12208,,부비트랩￹E￺이￻,,,ruby data
,12209,,￹RR￺레이드 랩터즈￻－네크로 벌쳐,,,ruby data
,12210,,￹RR￺레이드 랩터즈￻－라스트 스트릭스,,,ruby data
,12211,,￹RR￺레이드 랩터즈￻－새털라이트 캐논 팔콘,,,ruby data
,12212,,￹RR￺레이드 랩터즈￻－콜,,,ruby data
,12213,,￹RUM￺랭크 업 매직￻－데스 더블 포스,,,ruby data
,12214,,￹RUM￺랭크 업 매직￻－소울 셰이브 포스,,,ruby data
,12225,,￹DDD￺디디디￻ 극지왕 카오스 어포컬립스,,,ruby data
,12226,,￹DD￺디디￻ 마도현자 뉴턴,,,ruby data
,12227,,￹DD￺디디￻ 마도현자 코페르니쿠스,,,ruby data
,12228,,￹DD￺디디￻ 오르트로스,,,ruby data
,12229,,￹DD￺디디￻ 라미아,,,ruby data
,12231,,￹DD￺디디￻ 리빌드,,,ruby data
,12232,,￹DDD￺디디디￻ 극룡왕 베어 울프,,,ruby data
,12233,,￹DDD￺디디디￻ 주혈왕 사이프리트,,,ruby data
,12243,,￹Kozmo￺코즈모￻－펠블랑,,,ruby data
,12244,,￹Kozmo￺코즈모￻－시미우즈,,,ruby data
,12245,,￹Kozmo￺코즈모￻－델타셔틀,,,ruby data
,12246,,￹Kozmo￺코즈모￻－다크이클립서,,,ruby data
,12247,,￹Kozmo￺코즈모￻－에너지아츠,,,ruby data
,12274,,￹EM￺엔터메이트￻ 집주인소라게,,,ruby data
,12275,,￹EM￺엔터메이트￻ 오드아이즈 라이트피닉스,,,ruby data
,12276,,￹EM￺엔터메이트￻ 오드아이즈 유니콘,,,ruby data
,12277,,￹EM￺엔터메이트￻ 반딧불스,,,ruby data
,12278,,￹SR￺스피드로이드￻ 전전 대공,,,ruby data
,12279,,￹SR￺스피드로이드￻ 파칭고카트,,,ruby data
,12286,,￹RR￺레이드 랩터즈￻－어벤지 벌쳐,,,ruby data
,12287,,￹RR￺레이드 랩터즈￻－페인 레이니어스,,,ruby data
,12288,,￹RR￺레이드 랩터즈￻－부스터 스트릭스,,,ruby data
,12289,,￹BF￺블랙 페더￻－조풍의 데스,,,ruby data
,12295,,용마왕 렉터￹P￺펜듈럼￻,,,ruby data
,12314,,분보그￹009￺제로제로나인￻,,,ruby data
,12316,,허용마왕 아모르펙터￹P￺사이코￻,,,ruby data
,12322,,￹HSR￺하이스피드로이드￻ 쾌도난파 즈루,,,ruby data
,12323,,￹A BF￺어썰트 블랙 페더￻－눈물비의 치도리,,,ruby data
,12325,,￹RR￺레이드 랩터즈￻－얼티미트 팔콘,,,ruby data
,12330,,￹RUM￺랭크 업 매직￻－스킵 포스,,,ruby data
,12334,,아모르파스￹P￺페르소나￻,,,ruby data
,12354,,파멸룡 간드라￹X￺크로스￻,,,ruby data
,12371,,￹EM￺엔터메이트￻ 슬라이핸드 매지션,,,ruby data
,12372,,￹EM￺엔터메이트￻ 킹베어,,,ruby data
,12373,,￹EM￺엔터메이트￻ 그네코브라,,,ruby data
,12374,,￹EM￺엔터메이트￻ 모몬카펫,,,ruby data
,12375,,￹EM￺엔터메이트￻ 잉코러스,,,ruby data
,12376,,￹EM￺엔터메이트￻ 롱폰 불,,,ruby data
,12377,,￹EM￺엔터메이트￻ 시소메뚜기,,,ruby data
,12378,,￹EM￺엔터메이트￻ 드라마틱시어터,,,ruby data
,12379,,￹EM￺엔터메이트￻ 쇼다운,,,ruby data
,12385,,￹Kozmo￺코즈모￻－퍼비드,,,ruby data
,12386,,￹Kozmo￺코즈모￻－다크 엘파이버,,,ruby data
,12387,,￹Kozmo￺코즈모￻－랜드워커,,,ruby data
,12388,,￹Kozmo￺코즈모￻－다크플래닛,,,ruby data
,12389,,￹Kozmo￺코즈모￻－에필로그,,,ruby data
,12400,,￹EM￺엔터메이트￻ 보트아이즈 리저드,,,ruby data
,12401,,￹EM￺엔터메이트￻ 도라고양이,,,ruby data
,12402,,￹EM￺엔터메이트￻ 엑스트라 슈터,,,ruby data
,12403,,￹EM￺엔터메이트￻ 베리어벌룬 바쿠,,,ruby data
,12404,,￹EM￺엔터메이트￻ 고무고무튼,,,ruby data
,12405,,￹EM￺엔터메이트￻ 버블도그,,,ruby data
,12406,,￹EM￺엔터메이트￻ 래디시 호스,,,ruby data
,12407,,￹EM￺엔터메이트￻ 라이프 스워드맨,,,ruby data
,12409,,￹DD￺디디￻ 마도현자 토마스,,,ruby data
,12410,,￹DD￺디디￻ 마도현자 니콜라,,,ruby data
,12411,,￹BF￺블랙 페더￻－역권의 토네이도,,,ruby data
,12412,,￹BF￺블랙 페더￻－농그림자의 고우후우,,,ruby data
,12419,,진룡검사 마스터￹P￺피스￻,,,ruby data
,12424,,진룡황 아그니마즈드￹V￺버니셔￻,,,ruby data
,12446,,￹A BF￺어썰트 블랙 페더￻－비를 긋는 사요,,,ruby data
,12447,,￹A BF￺어썰트 블랙 페더￻－오월비의 소하야,,,ruby data
,12448,,￹A BF￺어썰트 블랙 페더￻－신립의 오니마르,,,ruby data
,12459,,메타모르￹F￺포메이션￻,,,ruby data
,12487,,푸른 눈의 카오스 ￹MAX￺맥스￻ 드래곤,,,ruby data
,12530,,￹EM￺엔터메이트￻ 유니,,,ruby data
